Station,Date,Tavg,DewPoint,Heat,Cool,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,Sunrise,Sunset,RHumidity
1,2007-09-19,74.0,59,0,10,0.0,30.11,5.0,26,05:36,17:55,59.49158469966004
2,2007-09-19,76.0,59,0,11,0.0,30.09,3.5,25,05:36,17:55,55.64738458327224
1,2007-09-20,69.0,59,0,4,0.0,30.12,5.3,7,05:37,17:53,70.47782542093019
2,2007-09-20,70.0,59,0,5,0.0,30.1,5.6,8,05:37,17:53,68.10974812297766
1,2007-09-21,76.0,59,0,11,0.0,29.9,10.3,21,05:38,17:51,55.64738458327224
2,2007-09-21,79.0,59,0,14,0.0,29.89,9.8,22,05:38,17:51,50.39386827036606
1,2007-09-22,62.0,43,2,0,0.0,30.12,2.6,3,05:39,17:49,49.71902394167917
2,2007-09-22,65.0,45,0,0,0.0,30.1,4.3,1,05:39,17:49,48.30547325428379
1,2007-09-23,67.0,50,0,2,0.0,30.16,4.6,13,05:40,17:48,54.38386183727422
2,2007-09-23,69.0,50,0,4,0.0,30.15,5.9,12,05:40,17:48,50.76859033508071
1,2007-09-24,79.0,63,0,14,0.0,29.99,11.4,19,05:41,17:46,58.06776774038548
2,2007-09-24,81.0,62,0,16,0.0,29.98,10.0,19,05:41,17:46,52.50833622360449
1,2007-09-25,74.0,65,0,9,0.27,29.95,7.9,23,05:42,17:44,73.51892767698158
2,2007-09-25,75.0,66,0,10,0.01,29.93,7.3,23,05:42,17:44,73.61393026416867
1,2007-09-26,61.0,50,4,0,0.09,30.03,4.3,1,05:43,17:42,67.0860046610338
2,2007-09-26,62.0,51,3,0,0.14,30.02,4.8,2,05:43,17:42,67.20193505719087
1,2007-09-27,62.0,49,3,0,0.0,29.97,4.9,24,05:44,17:41,62.387687428101856
2,2007-09-27,63.0,49,2,0,0.0,29.97,4.5,25,05:44,17:41,60.22936578777025
1,2007-09-28,63.0,46,2,0,0.0,30.17,2.3,4,05:45,17:39,53.80810032343676
2,2007-09-28,63.0,46,2,0,0.0,30.16,3.1,7,05:45,17:39,53.80810032343676
1,2007-09-29,65.0,46,0,0,0.0,30.23,9.5,17,05:46,17:37,50.1720062807231
2,2007-09-29,67.0,45,0,2,0.0,30.23,8.4,17,05:46,17:37,45.06790834439234
1,2007-09-30,71.0,49,0,6,0.14,30.1,14.4,19,05:47,17:35,45.687151586579596
2,2007-09-30,72.0,48,0,8,0.14,30.1,12.9,19,05:47,17:35,42.54287617924819
1,2007-10-01,64.0,59,1,0,0.29,30.0,6.1,22,05:48,17:34,83.79480745527607
2,2007-10-01,64.0,59,1,0,0.17,30.0,7.9,21,05:48,17:34,83.79480745527607
1,2007-10-02,68.0,59,0,3,0.09,29.92,10.8,19,05:49,17:32,72.93876680928582
2,2007-10-02,70.0,59,0,5,0.11,29.92,10.0,19,05:49,17:32,68.10974812297766
1,2007-10-03,64.0,48,0,0,0.0,29.98,5.9,26,05:50,17:30,56.01890312789417
2,2007-10-03,65.0,47,0,0,0.0,29.97,4.8,25,05:50,17:30,52.10193060180119
1,2007-10-04,66.0,56,0,2,0.0,30.04,3.9,17,05:52,17:29,70.16031972906734
2,2007-10-04,70.0,56,0,5,0.0,30.03,4.6,17,05:52,17:29,61.1421746910109
1,2007-10-05,73.0,65,0,8,0.0,30.08,7.0,17,05:53,17:27,76.03184026638033
2,2007-10-05,76.0,65,0,12,0.06,30.06,6.8,18,05:53,17:27,68.76831510279386
1,2007-10-06,78.0,67,0,13,0.0,30.04,6.9,20,05:54,17:25,68.98371246394646
2,2007-10-06,80.0,66,0,15,0.0,30.03,6.4,21,05:54,17:25,62.399389337971854
1,2007-10-07,77.0,66,0,12,0.0,30.03,5.2,19,05:55,17:24,68.8762683364799
2,2007-10-07,79.0,65,0,14,0.0,30.01,5.3,19,05:55,17:24,62.27608787757759
1,2007-10-08,74.0,61,0,9,0.0,29.93,7.7,24,05:56,17:22,63.88019287066455
2,2007-10-08,75.0,60,0,10,0.0,29.92,7.3,24,05:56,17:22,59.62226929298537
1,2007-10-09,62.0,44,2,0,0.0,29.94,11.5,28,05:57,17:20,51.657661196293624
2,2007-10-09,64.0,44,1,0,0.0,29.93,12.1,28,05:57,17:20,48.15248272474801
1,2007-10-10,50.0,38,14,0,0.0,29.93,15.1,31,05:58,17:19,63.25026023393383
2,2007-10-10,50.0,37,15,0,0.0,29.93,14.4,31,05:58,17:19,60.81309463361997
1,2007-10-11,50.0,39,15,0,0.0,30.01,11.9,36,05:59,17:17,65.77346788533985
2,2007-10-11,52.0,39,13,0,0.0,30.0,14.6,36,05:59,17:17,61.08142219990347
1,2007-10-12,48.0,35,16,0,0.0,30.02,3.4,35,06:00,17:15,60.542358687731365
2,2007-10-12,51.0,35,14,0,0.0,30.02,2.8,36,06:00,17:15,54.14124203478233
1,2007-10-13,50.0,41,15,0,0.0,30.04,2.7,20,06:02,17:14,71.08848942637533
2,2007-10-13,52.0,40,13,0,0.0,30.04,3.6,21,06:02,17:14,63.50695541148772
1,2007-10-14,57.0,49,8,0,0.15,30.06,5.6,11,06:03,17:12,74.56649984076252
2,2007-10-14,59.0,47,6,0,0.01,30.06,5.7,12,06:03,17:12,64.3868891219303
1,2007-10-15,62.0,52,2,0,0.07,29.95,4.1,14,06:04,17:11,69.72963181723787
2,2007-10-15,66.0,50,0,1,0.04,29.94,6.6,16,06:04,17:11,56.29924377769591
1,2007-10-16,60.0,54,5,0,0.24,29.88,6.4,21,06:05,17:09,80.5484989755463
2,2007-10-16,62.0,55,3,0,0.19,29.88,6.5,21,06:05,17:09,77.82269412380828
1,2007-10-17,60.0,53,5,0,0.04,29.83,9.3,14,06:06,17:07,77.65354848481702
2,2007-10-17,62.0,53,3,0,0.11,29.83,8.6,14,06:06,17:07,72.3407510277855
1,2007-10-18,68.0,56,0,4,0.3,29.34,17.2,19,06:07,17:06,65.47718858023127
2,2007-10-18,70.0,57,0,5,0.34,29.34,15.5,19,06:07,17:06,63.391531070601204
1,2007-10-19,56.0,48,9,0,0.01,29.44,16.2,24,06:08,17:04,74.47077718456157
2,2007-10-19,57.0,48,8,0,0.0,29.45,17.7,24,06:08,17:04,71.82828985346084
1,2007-10-20,60.0,43,5,0,0.0,29.71,10.9,21,06:10,17:03,53.37045277273991
2,2007-10-20,60.0,43,4,0,0.0,29.72,11.1,21,06:10,17:03,53.37045277273991
1,2007-10-21,70.0,47,0,5,0.0,29.78,18.0,20,06:11,17:01,43.853748005167624
2,2007-10-21,70.0,46,0,5,0.0,29.78,16.7,20,06:11,17:01,42.22934726093345
1,2007-10-22,56.0,47,8,0,0.16,29.97,5.2,36,06:12,17:00,71.72422019136161
2,2007-10-22,56.0,47,8,0,0.15,29.96,5.8,1,06:12,17:00,71.72422019136161
1,2007-10-23,50.0,36,14,0,0.0,29.93,5.2,31,06:13,16:58,58.45943062660115
2,2007-10-23,50.0,39,15,0,0.03,29.93,4.0,31,06:13,16:58,65.77346788533985
1,2007-10-24,49.0,35,16,0,0.0,30.16,13.3,2,06:14,16:57,58.319139258529695
2,2007-10-24,49.0,35,16,0,0.0,30.16,16.0,2,06:14,16:57,58.319139258529695
1,2007-10-25,50.0,39,15,0,0.0,30.2,13.9,6,06:16,16:56,65.77346788533985
2,2007-10-25,51.0,40,14,0,0.0,30.2,14.5,6,06:16,16:56,65.89567123190949
1,2007-10-26,59.0,48,6,0,0.33,30.07,6.2,5,06:17,16:54,66.8524755042766
2,2007-10-26,60.0,49,5,0,0.41,30.06,4.2,6,06:17,16:54,66.96951913995109
1,2007-10-27,46.0,38,19,0,0.01,30.25,9.4,32,06:18,16:53,73.48519171254544
2,2007-10-27,48.0,41,17,0,0.08,30.25,7.9,31,06:18,16:53,76.59922957461941
1,2007-10-28,45.0,30,20,0,0.0,30.52,3.4,23,06:19,16:51,55.45602520339432
2,2007-10-28,45.0,30,20,0,0.0,30.53,3.5,23,06:19,16:51,55.45602520339432
1,2007-10-29,50.0,32,15,0,0.0,30.4,10.2,22,06:20,16:50,49.83113518218205
2,2007-10-29,50.0,32,15,0,0.0,30.41,9.1,22,06:20,16:50,49.83113518218205
1,2007-10-30,54.0,38,11,0,0.0,30.2,12.2,20,06:22,16:49,54.58319207123543
2,2007-10-30,54.0,37,11,0,0.0,30.22,10.8,20,06:22,16:49,52.47998684205017
1,2007-10-31,52.0,37,13,0,0.0,30.02,12.2,25,06:23,16:47,56.474904365301924
2,2007-10-31,53.0,38,12,0,0.0,30.03,12.2,25,06:23,16:47,56.61807189006418
1,2008-05-01,61.0,51,4,0,0.0,29.67,10.6,16,04:48,18:49,69.62062770304101
2,2008-05-01,60.0,51,4,0,0.0,29.67,9.8,17,04:48,18:49,72.137331284171
1,2008-05-02,62.0,55,2,0,1.28,29.53,13.8,20,04:47,18:50,77.82269412380828
2,2008-05-02,64.0,56,0,0,0.74,29.52,11.9,19,04:47,18:50,75.22266484350234
1,2008-05-03,50.0,41,15,0,0.0,29.69,10.4,25,04:46,18:51,71.08848942637533
2,2008-05-03,50.0,42,15,0,0.01,29.69,11.2,25,04:46,18:51,73.88570607419035
1,2008-05-04,52.0,34,13,0,0.0,30.02,5.6,24,04:44,18:52,50.14110407189405
2,2008-05-04,52.0,33,12,0,0.0,30.02,5.1,23,04:44,18:52,48.1743939184296
1,2008-05-05,62.0,38,2,0,0.0,29.99,4.4,26,04:43,18:53,40.957938422723934
2,2008-05-05,62.0,38,3,0,0.0,29.99,3.7,23,04:43,18:53,40.957938422723934
1,2008-05-06,64.0,44,1,0,0.0,29.88,6.3,22,04:42,18:55,48.15248272474801
2,2008-05-06,67.0,43,0,2,0.0,29.88,6.9,22,04:42,18:55,41.75580551119251
1,2008-05-07,60.0,52,5,0,0.76,29.69,3.5,23,04:41,18:56,74.85066533341019
2,2008-05-07,60.0,53,4,0,0.71,29.69,1.9,22,04:41,18:56,77.65354848481702
1,2008-05-08,52.0,35,13,0,0.0,29.82,12.2,5,04:39,18:57,52.17862386930955
2,2008-05-08,53.0,36,12,0,0.0,29.81,14.3,5,04:39,18:57,52.32959095547531
1,2008-05-09,50.0,34,15,0,0.0,29.85,6.3,3,04:38,18:58,53.99275556510238
2,2008-05-09,50.0,35,15,0,0.0,29.85,6.5,3,04:38,18:58,56.18678998889916
1,2008-05-10,50.0,37,15,0,0.0,29.85,5.9,7,04:37,18:59,60.81309463361997
2,2008-05-10,51.0,39,14,0,0.0,29.84,6.0,8,04:37,18:59,63.378905343243986
1,2008-05-11,52.0,43,13,0,0.95,29.55,14.5,2,04:36,18:00,71.3025763164694
2,2008-05-11,54.0,44,11,0,1.46,29.53,14.3,2,04:36,18:00,68.84233317426279
1,2008-05-12,48.0,38,17,0,0.0,29.96,5.1,7,04:35,19:01,68.1533852162
2,2008-05-12,47.0,39,18,0,0.0,29.96,4.9,6,04:35,19:01,73.58612048734834
1,2008-05-13,56.0,45,8,0,0.08,29.93,15.5,18,04:34,19:02,66.49796581661417
2,2008-05-13,59.0,45,6,0,0.32,29.95,13.7,18,04:34,19:02,59.695276441414954
1,2008-05-14,54.0,48,10,0,0.02,29.89,2.0,25,04:33,19:03,80.08874672634906
2,2008-05-14,54.0,49,11,0,0.02,29.89,2.5,21,04:33,19:03,83.14185862145284
1,2008-05-15,50.0,37,15,0,0.0,30.05,6.8,5,04:32,19:04,60.81309463361997
2,2008-05-15,50.0,37,15,0,0.0,30.05,7.5,5,04:32,19:04,60.81309463361997
1,2008-05-16,56.0,41,8,0,0.0,29.86,8.9,25,04:31,19:05,57.04404158160562
2,2008-05-16,56.0,41,8,0,0.0,29.86,8.3,25,04:31,19:05,57.04404158160562
1,2008-05-17,62.0,41,2,0,0.12,29.61,12.9,30,04:30,19:06,46.03361253726266
2,2008-05-17,62.0,41,3,0,0.26,29.61,11.2,29,04:30,19:06,46.03361253726266
1,2008-05-18,50.0,39,15,0,0.0,29.64,3.5,34,04:29,19:07,65.77346788533985
2,2008-05-18,50.0,40,15,0,0.0,29.63,1.6,35,04:29,19:07,68.38532145801607
1,2008-05-19,50.0,33,15,0,0.0,29.69,3.9,7,04:28,19:08,51.874970116438256
2,2008-05-19,50.0,34,14,0,0.0,29.69,4.4,7,04:28,19:08,53.99275556510238
1,2008-05-20,56.0,37,8,0,0.0,29.66,7.3,31,04:27,19:09,48.79868354185697
2,2008-05-20,56.0,37,8,0,0.0,29.66,6.9,30,04:27,19:09,48.79868354185697
1,2008-05-21,54.0,36,11,0,0.0,29.7,7.2,32,04:26,19:10,50.4488411346474
2,2008-05-21,55.0,36,10,0,0.0,29.7,6.8,33,04:26,19:10,48.643418906488094
1,2008-05-22,52.0,38,13,0,0.0,29.94,8.8,5,04:25,19:11,58.73821122428286
2,2008-05-22,52.0,38,13,0,0.0,29.93,10.5,5,04:25,19:11,58.73821122428286
1,2008-05-23,52.0,39,13,0,0.0,30.12,10.7,3,04:25,19:12,61.08142219990347
2,2008-05-23,54.0,40,11,0,0.0,30.11,10.4,3,04:25,19:12,59.01460519198746
1,2008-05-24,54.0,40,11,0,0.0,30.18,7.4,7,04:24,19:13,59.01460519198746
2,2008-05-24,56.0,38,9,0,0.0,30.17,6.9,7,04:24,19:13,50.75435564809223
1,2008-05-25,61.0,50,4,0,0.0,29.93,10.3,18,04:23,19:14,67.0860046610338
2,2008-05-25,64.0,48,0,0,0.0,29.93,11.1,17,04:23,19:14,56.01890312789417
1,2008-05-26,64.0,60,1,0,0.48,29.81,6.2,25,04:22,19:15,86.837168015172
2,2008-05-26,68.0,60,0,4,0.0,29.8,7.3,24,04:22,19:15,75.58697418832249
1,2008-05-27,46.0,35,19,0,0.0,30.19,19.2,3,04:22,19:16,65.27873590995324
2,2008-05-27,49.0,36,16,0,0.0,30.18,18.0,2,04:22,19:16,60.678029059155826
1,2008-05-28,52.0,32,12,0,0.0,30.34,8.2,6,04:21,19:16,46.27635891221943
2,2008-05-28,53.0,35,12,0,0.0,30.33,7.8,7,04:21,19:16,50.295251009208016
1,2008-05-29,54.0,37,10,0,0.01,30.16,3.5,11,04:21,19:17,52.47998684205017
2,2008-05-29,56.0,38,8,0,0.08,30.17,2.2,10,04:21,19:17,50.75435564809223
1,2008-05-30,66.0,59,0,1,0.4,29.79,8.4,21,04:20,19:18,78.15557312319325
2,2008-05-30,68.0,60,0,3,0.3,29.79,9.4,20,04:20,19:18,75.58697418832249
1,2008-05-31,69.0,56,0,4,0.0,29.8,10.8,28,04:20,19:19,63.26799955196621
2,2008-05-31,70.0,56,0,5,0.0,29.79,11.1,28,04:20,19:19,61.1421746910109
1,2008-06-01,64.0,47,1,0,0.0,29.95,4.6,10,04:19,19:20,53.95286976616358
2,2008-06-01,64.0,46,1,0,0.0,29.94,5.6,8,04:19,19:20,51.95438421388198
1,2008-06-02,71.0,52,0,6,0.0,29.89,1.9,8,04:19,19:20,51.06373373082498
2,2008-06-02,73.0,53,0,8,0.0,29.87,1.7,13,04:19,19:20,49.51100320358756
1,2008-06-03,62.0,55,3,0,0.52,29.69,7.3,4,04:18,19:21,77.82269412380828
2,2008-06-03,66.0,58,0,1,0.92,29.67,5.2,3,04:18,19:21,75.4057685928978
1,2008-06-04,66.0,59,0,1,0.0,29.62,4.5,4,04:18,19:22,78.15557312319325
2,2008-06-04,68.0,61,0,4,0.02,29.6,3.1,5,04:18,19:22,78.31935415820635
1,2008-06-05,74.0,68,0,9,0.64,29.7,11.5,20,04:17,19:23,81.56373805333678
2,2008-06-05,78.0,69,0,13,0.22,29.69,13.2,20,04:17,19:23,73.89609723059786
1,2008-06-06,80.0,68,0,15,0.0,29.76,21.1,20,04:17,19:23,66.86238676063813
2,2008-06-06,80.0,69,0,15,0.03,29.75,19.2,20,04:17,19:23,69.19708443215043
1,2008-06-07,77.0,71,0,12,0.11,29.86,12.5,19,04:17,19:24,81.771356804043
2,2008-06-07,78.0,71,0,13,0.07,29.85,11.8,19,04:17,19:24,79.11259678664938
1,2008-06-08,74.0,68,0,10,1.24,29.81,6.5,18,04:17,19:25,81.56373805333678
2,2008-06-08,76.0,69,0,11,1.31,29.8,4.2,19,04:17,19:25,78.95729507957596
1,2008-06-09,70.0,64,0,5,0.14,29.82,6.3,22,04:16,19:25,81.28158556761407
2,2008-06-09,70.0,64,0,5,0.21,29.8,6.5,23,04:16,19:25,81.28158556761407
1,2008-06-10,69.0,56,0,4,0.0,29.89,8.8,25,04:16,19:26,63.26799955196621
2,2008-06-10,70.0,56,0,5,0.01,29.88,9.3,25,04:16,19:26,61.1421746910109
1,2008-06-11,74.0,56,0,9,0.0,29.99,8.9,18,04:16,19:26,53.40564257826917
2,2008-06-11,76.0,55,0,11,0.0,29.97,9.4,18,04:16,19:26,48.1745710114634
1,2008-06-12,82.0,63,0,17,0.0,29.9,16.1,18,04:16,19:27,52.649973466844635
2,2008-06-12,82.0,63,0,17,0.0,29.89,14.8,18,04:16,19:27,52.649973466844635
1,2008-06-13,74.0,62,0,9,0.39,29.92,8.9,22,04:16,19:27,66.17933131928623
2,2008-06-13,74.0,63,0,9,0.19,29.91,9.6,23,04:16,19:27,68.55087020336484
1,2008-06-14,72.0,53,0,7,0.0,29.94,8.3,24,04:16,19:28,51.210522217698816
2,2008-06-14,72.0,52,0,8,0.0,29.92,8.7,24,04:16,19:28,49.362092716414686
1,2008-06-15,71.0,60,0,6,0.18,29.84,8.1,24,04:16,19:28,68.22081474275457
2,2008-06-15,71.0,60,0,6,0.29,29.83,8.4,24,04:16,19:28,68.22081474275457
1,2008-06-16,66.0,49,0,1,0.0,29.91,10.7,31,04:16,19:29,54.2407488671668
2,2008-06-16,67.0,49,0,2,0.0,29.89,10.8,31,04:16,19:29,52.395399909632864
1,2008-06-17,66.0,46,0,1,0.0,29.97,10.7,30,04:16,19:29,48.457951009264626
2,2008-06-17,66.0,46,0,1,0.0,29.96,10.2,30,04:16,19:29,48.457951009264626
1,2008-06-18,66.0,48,0,2,0.0,29.92,4.8,3,04:16,19:29,52.248935377409744
2,2008-06-18,66.0,49,0,2,0.0,29.91,5.0,5,04:16,19:29,54.2407488671668
1,2008-06-19,66.0,46,0,2,0.0,29.93,1.8,25,04:16,19:30,48.457951009264626
2,2008-06-19,68.0,47,0,3,0.0,29.92,1.5,14,04:16,19:30,46.96300291239815
1,2008-06-20,70.0,53,0,5,0.09,29.96,6.7,22,04:16,19:30,54.809914498517784
2,2008-06-20,72.0,52,0,7,0.04,29.95,6.5,23,04:16,19:30,49.362092716414686
1,2008-06-21,72.0,52,0,7,0.01,29.95,7.1,29,04:16,19:30,49.362092716414686
2,2008-06-21,72.0,53,0,8,0.01,29.93,5.6,29,04:16,19:30,51.210522217698816
1,2008-06-22,70.0,52,0,5,0.16,29.89,2.9,31,04:17,19:31,52.83156593782089
2,2008-06-22,71.0,53,0,6,0.02,29.87,1.5,34,04:17,19:31,52.97588345300211
1,2008-06-23,66.0,54,0,2,0.0,30.04,3.9,4,04:17,19:31,65.2387976002875
2,2008-06-23,66.0,54,0,2,0.0,30.03,3.8,3,04:17,19:31,65.2387976002875
1,2008-06-24,68.0,53,0,4,0.0,30.15,5.1,18,04:17,19:31,58.69596764953513
2,2008-06-24,70.0,52,0,5,0.0,30.13,4.3,18,04:17,19:31,52.83156593782089
1,2008-06-25,72.0,64,0,8,0.08,29.99,8.0,22,04:17,19:31,75.94378647886145
2,2008-06-25,73.0,65,0,8,0.11,29.98,7.5,21,04:17,19:31,76.03184026638033
1,2008-06-26,78.0,66,0,13,0.0,29.86,6.3,26,04:18,19:31,66.6367864988586
2,2008-06-26,79.0,67,0,14,0.0,29.84,6.8,25,04:18,19:31,66.74984501973368
1,2008-06-27,75.0,67,0,10,0.0,29.76,6.7,22,04:18,19:31,76.2065889652617
2,2008-06-27,77.0,67,0,12,0.0,29.74,8.3,21,04:18,19:31,71.30206812410941
1,2008-06-28,74.0,55,0,9,0.04,29.69,12.1,25,04:19,19:31,51.50253858578978
2,2008-06-28,75.0,55,0,10,0.0,29.68,13.3,26,04:19,19:31,49.80730647655911
1,2008-06-29,68.0,58,0,3,0.58,29.77,7.3,31,04:19,19:31,70.37250898029913
2,2008-06-29,69.0,58,0,4,0.22,29.75,7.9,30,04:19,19:31,67.99815268764517
1,2008-06-30,70.0,50,0,5,0.0,29.98,6.0,34,04:19,19:31,49.06274959008728
2,2008-06-30,70.0,49,0,5,0.0,29.96,5.5,35,04:19,19:31,47.26884591481678
1,2008-07-01,70.0,51,0,6,0.0,29.97,8.1,24,04:20,19:31,50.916423485910975
2,2008-07-01,70.0,50,0,6,0.0,29.95,8.2,23,04:20,19:31,49.06274959008728
1,2008-07-02,75.0,62,0,10,0.2,29.79,8.7,23,04:20,19:31,64.00100515322764
2,2008-07-02,76.0,62,0,11,0.12,29.78,7.4,24,04:20,19:31,61.90298543869785
1,2008-07-03,63.0,51,2,0,0.0,30.04,11.6,3,04:21,19:31,64.87706300814675
2,2008-07-03,65.0,51,0,0,0.0,30.01,13.3,3,04:21,19:31,60.492981412723246
1,2008-07-04,64.0,50,1,0,0.0,30.06,6.0,5,04:22,19:30,60.361457330669865
2,2008-07-04,66.0,50,0,2,0.0,30.05,6.5,6,04:22,19:30,56.29924377769591
1,2008-07-05,67.0,52,0,2,0.0,30.03,4.6,7,04:22,19:30,58.56142606385429
2,2008-07-05,68.0,52,0,3,0.0,30.01,4.7,10,04:22,19:30,56.577353085352414
1,2008-07-06,73.0,57,0,8,0.0,29.94,9.3,19,04:23,19:30,57.26296650219611
2,2008-07-06,76.0,58,0,11,0.0,29.92,8.3,19,04:23,19:30,53.68950206624461
1,2008-07-07,79.0,67,0,14,0.03,29.87,10.9,22,04:23,19:30,66.74984501973368
2,2008-07-07,80.0,68,0,16,0.11,29.86,10.8,21,04:23,19:30,66.86238676063813
1,2008-07-08,78.0,67,0,13,0.03,29.81,7.8,26,04:24,19:29,68.98371246394646
2,2008-07-08,66.0,68,0,0,0.28,29.8,7.4,24,04:24,19:29,107.1523094536927
1,2008-07-09,76.0,55,0,11,0.0,29.95,9.5,31,04:25,19:29,48.1745710114634
2,2008-07-09,76.0,55,0,11,0.0,29.94,8.1,32,04:25,19:29,48.1745710114634
1,2008-07-10,73.0,63,0,8,0.72,29.99,8.5,23,04:25,19:29,70.89397217984008
2,2008-07-10,74.0,62,0,9,0.43,29.97,8.1,23,04:25,19:29,66.17933131928623
1,2008-07-11,76.0,65,0,11,0.34,29.97,5.2,20,04:26,19:28,68.76831510279386
2,2008-07-11,76.0,65,0,12,0.03,29.95,3.7,19,04:26,19:28,68.76831510279386
1,2008-07-12,73.0,63,0,8,0.73,29.89,7.7,26,04:27,19:28,70.89397217984008
2,2008-07-12,74.0,64,0,10,0.65,29.87,8.4,26,04:27,19:28,70.99674371996448
1,2008-07-13,70.0,54,0,6,0.0,29.84,12.1,27,04:28,19:27,56.85324660594026
2,2008-07-13,70.0,53,0,5,0.0,29.83,13.6,27,04:28,19:27,54.809914498517784
1,2008-07-14,73.0,54,0,8,0.0,29.92,4.5,29,04:28,19:27,51.35679010988392
2,2008-07-14,73.0,54,0,8,0.0,29.9,1.9,29,04:28,19:27,51.35679010988392
1,2008-07-15,76.0,62,0,11,0.0,30.0,6.8,23,04:29,19:26,61.90298543869785
2,2008-07-15,79.0,63,0,14,0.0,29.98,7.8,22,04:29,19:26,58.06776774038548
1,2008-07-16,80.0,66,0,16,0.0,30.09,5.0,23,04:30,19:25,62.399389337971854
2,2008-07-16,82.0,67,0,17,0.0,30.07,5.2,21,04:30,19:25,60.52200223913137
1,2008-07-17,80.0,66,0,15,0.0,30.05,8.6,22,04:31,19:25,62.399389337971854
2,2008-07-17,82.0,66,0,17,0.0,30.03,8.9,22,04:31,19:25,58.4629559303616
1,2008-07-18,80.0,68,0,15,0.04,29.95,2.6,22,04:32,19:24,66.86238676063813
2,2008-07-18,82.0,67,0,17,0.0,29.94,6.8,23,04:32,19:24,60.52200223913137
1,2008-07-19,72.0,68,0,8,1.61,29.91,2.0,33,04:33,19:23,87.24708743787853
2,2008-07-19,75.0,70,0,10,1.22,29.89,1.1,23,04:33,19:23,84.47159280722583
1,2008-07-20,77.0,68,0,12,0.74,29.91,4.5,25,04:33,19:23,73.8025121880607
2,2008-07-20,77.0,68,0,12,0.43,29.89,6.1,27,04:33,19:23,73.8025121880607
1,2008-07-21,76.0,65,0,11,0.13,29.92,3.3,3,04:34,19:22,68.76831510279386
2,2008-07-21,77.0,66,0,12,0.13,29.9,2.4,2,04:34,19:22,68.8762683364799
1,2008-07-22,70.0,59,0,5,0.0,30.0,8.2,3,04:35,19:21,68.10974812297766
2,2008-07-22,70.0,61,0,6,0.06,29.98,8.6,3,04:35,19:21,73.13410574677563
1,2008-07-23,70.0,52,0,6,0.0,30.1,7.6,2,04:36,19:20,52.83156593782089
2,2008-07-23,70.0,52,0,6,0.0,30.08,8.3,36,04:36,19:20,52.83156593782089
1,2008-07-24,70.0,53,0,6,0.0,30.05,3.9,24,04:37,19:19,54.809914498517784
2,2008-07-24,71.0,52,0,6,0.0,30.04,4.3,24,04:37,19:19,51.06373373082498
1,2008-07-25,72.0,63,0,7,0.0,29.99,5.5,23,04:38,19:18,73.32748485196429
2,2008-07-25,74.0,63,0,10,0.0,29.98,6.8,22,04:38,19:18,68.55087020336484
1,2008-07-26,74.0,58,0,10,0.0,29.94,8.5,31,04:39,19:18,57.39844888625208
2,2008-07-26,76.0,58,0,11,0.0,29.92,6.9,30,04:39,19:18,53.68950206624461
1,2008-07-27,72.0,58,0,8,0.0,29.89,5.9,24,04:40,19:17,61.397964442270506
2,2008-07-27,73.0,58,0,8,0.0,29.87,5.9,24,04:40,19:17,59.36035569550202
1,2008-07-28,76.0,63,0,11,0.0,29.87,4.0,7,04:41,19:16,64.12128130361302
2,2008-07-28,77.0,63,0,12,0.0,29.85,4.4,10,04:41,19:16,62.027888304697775
1,2008-07-29,76.0,67,0,12,0.05,29.85,6.4,20,04:42,19:15,73.70845748055447
2,2008-07-29,80.0,67,0,15,0.23,29.83,5.9,20,04:42,19:15,64.59707555210858
1,2008-07-30,80.0,65,0,16,0.0,29.75,7.8,27,04:43,19:14,60.26760290646863
2,2008-07-30,81.0,67,0,16,0.0,29.73,8.8,27,04:43,19:14,62.52216174202056
1,2008-07-31,80.0,67,0,16,0.14,29.76,4.9,27,04:44,19:13,64.59707555210858
2,2008-07-31,80.0,69,0,15,0.5,29.74,5.6,27,04:44,19:13,69.19708443215043
1,2008-08-01,78.0,68,0,14,1.05,29.79,3.1,31,04:45,19:11,71.40285567925346
2,2008-08-01,80.0,69,0,16,0.0,29.77,1.9,6,04:45,19:11,69.19708443215043
1,2008-08-02,73.0,59,0,8,0.0,29.93,8.4,3,04:46,19:10,61.525035905748084
2,2008-08-02,74.0,60,0,9,0.0,29.9,8.6,3,04:46,19:10,61.65156162940663
1,2008-08-03,72.0,61,0,8,0.0,29.96,5.3,18,04:47,19:09,68.33135540319206
2,2008-08-03,74.0,61,0,9,0.0,29.94,5.2,19,04:47,19:09,63.88019287066455
1,2008-08-04,78.0,68,0,14,2.43,29.9,3.1,18,04:48,19:08,71.40285567925346
2,2008-08-04,78.0,69,0,14,0.59,29.89,2.9,19,04:48,19:08,73.89609723059786
1,2008-08-05,78.0,67,0,13,0.0,29.93,6.2,31,04:49,19:07,68.98371246394646
2,2008-08-05,80.0,69,0,15,0.08,29.91,2.9,31,04:49,19:07,69.19708443215043
1,2008-08-06,76.0,60,0,11,0.0,30.0,6.8,30,04:50,19:06,57.66778910783504
2,2008-08-06,76.0,60,0,11,0.01,29.98,5.4,29,04:50,19:06,57.66778910783504
1,2008-08-07,73.0,56,0,8,0.0,29.98,7.8,34,04:51,19:04,55.23107333223108
2,2008-08-07,72.0,57,0,7,0.01,29.96,7.1,35,04:51,19:04,59.22858008458958
